Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Option4 Name,Option4 Value,Option5 Name,Option5 Value,Variant SKU,Variant Price,Variant Compare At Price,Body (HTML),Published
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,5,DEMO-MOI-05-Platinum-1.70-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,6,DEMO-MOI-05-Silver-1.70-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,6,DEMO-MOI-05-Platinum-1.70-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,7,DEMO-MOI-05-Silver-1.70-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,7,DEMO-MOI-05-Platinum-1.70-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,8,DEMO-MOI-05-Silver-1.70-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,8,DEMO-MOI-05-Platinum-1.70-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,9,DEMO-MOI-05-Silver-1.70-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,1.70,Ring Size,9,DEMO-MOI-05-Platinum-1.70-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,5,DEMO-MOI-05-Silver-2.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,5,DEMO-MOI-05-Platinum-2.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,6,DEMO-MOI-05-Silver-2.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,6,DEMO-MOI-05-Platinum-2.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,7,DEMO-MOI-05-Silver-2.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,7,DEMO-MOI-05-Platinum-2.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,8,DEMO-MOI-05-Silver-2.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,8,DEMO-MOI-05-Platinum-2.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,9,DEMO-MOI-05-Silver-2.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,2.00,Ring Size,9,DEMO-MOI-05-Platinum-2.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,5,DEMO-MOI-05-Silver-3.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,5,DEMO-MOI-05-Platinum-3.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,6,DEMO-MOI-05-Silver-3.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,6,DEMO-MOI-05-Platinum-3.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,7,DEMO-MOI-05-Silver-3.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,7,DEMO-MOI-05-Platinum-3.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,8,DEMO-MOI-05-Silver-3.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,8,DEMO-MOI-05-Platinum-3.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,9,DEMO-MOI-05-Silver-3.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,3.00,Ring Size,9,DEMO-MOI-05-Platinum-3.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,5,DEMO-MOI-05-Silver-4.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,5,DEMO-MOI-05-Platinum-4.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,6,DEMO-MOI-05-Silver-4.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,6,DEMO-MOI-05-Platinum-4.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,7,DEMO-MOI-05-Silver-4.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,7,DEMO-MOI-05-Platinum-4.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,8,DEMO-MOI-05-Silver-4.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,8,DEMO-MOI-05-Platinum-4.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Silver,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,9,DEMO-MOI-05-Silver-4.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Platinum,Karat,Standard,Metal Color,Standard,Diamond Size,4.00,Ring Size,9,DEMO-MOI-05-Platinum-4.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.00,Ring Size,5,DEMO-MOI-05-Gold-10K-WhiteGold-1.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.00,Ring Size,6,DEMO-MOI-05-Gold-10K-WhiteGold-1.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.00,Ring Size,7,DEMO-MOI-05-Gold-10K-WhiteGold-1.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.00,Ring Size,8,DEMO-MOI-05-Gold-10K-WhiteGold-1.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.00,Ring Size,9,DEMO-MOI-05-Gold-10K-WhiteGold-1.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.70,Ring Size,5,DEMO-MOI-05-Gold-10K-WhiteGold-1.70-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.70,Ring Size,6,DEMO-MOI-05-Gold-10K-WhiteGold-1.70-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.70,Ring Size,7,DEMO-MOI-05-Gold-10K-WhiteGold-1.70-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.70,Ring Size,8,DEMO-MOI-05-Gold-10K-WhiteGold-1.70-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,1.70,Ring Size,9,DEMO-MOI-05-Gold-10K-WhiteGold-1.70-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,2.00,Ring Size,5,DEMO-MOI-05-Gold-10K-WhiteGold-2.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,2.00,Ring Size,6,DEMO-MOI-05-Gold-10K-WhiteGold-2.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,2.00,Ring Size,7,DEMO-MOI-05-Gold-10K-WhiteGold-2.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,2.00,Ring Size,8,DEMO-MOI-05-Gold-10K-WhiteGold-2.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,2.00,Ring Size,9,DEMO-MOI-05-Gold-10K-WhiteGold-2.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,3.00,Ring Size,5,DEMO-MOI-05-Gold-10K-WhiteGold-3.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,3.00,Ring Size,6,DEMO-MOI-05-Gold-10K-WhiteGold-3.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,3.00,Ring Size,7,DEMO-MOI-05-Gold-10K-WhiteGold-3.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,3.00,Ring Size,8,DEMO-MOI-05-Gold-10K-WhiteGold-3.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,3.00,Ring Size,9,DEMO-MOI-05-Gold-10K-WhiteGold-3.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,4.00,Ring Size,5,DEMO-MOI-05-Gold-10K-WhiteGold-4.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,4.00,Ring Size,6,DEMO-MOI-05-Gold-10K-WhiteGold-4.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,4.00,Ring Size,7,DEMO-MOI-05-Gold-10K-WhiteGold-4.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,4.00,Ring Size,8,DEMO-MOI-05-Gold-10K-WhiteGold-4.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,White Gold,Diamond Size,4.00,Ring Size,9,DEMO-MOI-05-Gold-10K-WhiteGold-4.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.00,Ring Size,5,DEMO-MOI-05-Gold-10K-YellowGold-1.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.00,Ring Size,6,DEMO-MOI-05-Gold-10K-YellowGold-1.00-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.00,Ring Size,7,DEMO-MOI-05-Gold-10K-YellowGold-1.00-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.00,Ring Size,8,DEMO-MOI-05-Gold-10K-YellowGold-1.00-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.00,Ring Size,9,DEMO-MOI-05-Gold-10K-YellowGold-1.00-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.70,Ring Size,5,DEMO-MOI-05-Gold-10K-YellowGold-1.70-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.70,Ring Size,6,DEMO-MOI-05-Gold-10K-YellowGold-1.70-6,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.70,Ring Size,7,DEMO-MOI-05-Gold-10K-YellowGold-1.70-7,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.70,Ring Size,8,DEMO-MOI-05-Gold-10K-YellowGold-1.70-8,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,1.70,Ring Size,9,DEMO-MOI-05-Gold-10K-YellowGold-1.70-9,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
0-5-carat-round-moissanite-solitaire-demo,0.5 Carat Round Moissanite Solitaire Ring With Side Stones (Demo),Metal Type,Gold,Karat,10K,Metal Color,Yellow Gold,Diamond Size,2.00,Ring Size,5,DEMO-MOI-05-Gold-10K-YellowGold-2.00-5,12900,27500,"<p>Demo moissanite solitaire with full PDP variant options for metal, karat, color, stone size, and ring size.</p>",TRUE
